id,type,name,creator,starring,year,rating,time,genres
80240691,TV Show,The Forest,Delinda Jacobs,"Samuel Labarthe, Suzanne Clément, Alexia Barlier",2017,TV-14,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81644787,TV Show,Maestro in Blue,,"Christoforos Papakaliatis, Haris Alexiou, Maria Kavoyianni",2022,TV-MA,1 Season,"Romantic TV Dramas ,TV Dramas ,Greek ,TV Mysteries ,Crime TV Shows"
81437215,TV Show,Diary of a Gigolo,Sebastián Ortega,"Jesús Castro, Victoria White, Fabiola Campomanes",2022,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81495803,TV Show,Muted,Aitor Gabilondo,"Arón Piper, Almudena Amor, Cristina Kovani",2023,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,TV Thrillers"
80243728,TV Show,Deadwind,"Rike Jokela, Kirsi Porkka, Jari Olavi Rantala","Pihla Viitala, Lauri Tilkanen, Mimosa Willamo",2018,TV-14,3 Seasons,"TV Dramas ,Finnish ,TV Mysteries ,Crime TV Shows ,Scandinavian TV Shows ,TV Thrillers"
80105452,TV Show,Slasher,Aaron Martin,"Katie McGrath, Brandon Jay McLaren, Steve Byers",2017,TV-MA,3 Seasons,"TV Mysteries ,TV Horror"
81112336,TV Show,The Midnight Club,"Leah Fong, Mike Flanagan","Iman Benson, Igby Rigney, Ruth Codd",2022,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,Teen TV Shows ,TV Mysteries ,TV Horror"
81213803,TV Show,The 7 Lives of Lea,Charlotte Sanson,"Raika Hazanavicius, Khalil Gharbia, Marguerite Thiam Donnadieu",2022,TV-MA,1 Season,"TV Dramas ,Teen TV Shows ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81079046,TV Show,Black Spot,Mathieu Missoffe,"Suliane Brahim, Hubert Delattre, Laurent Capelluto",2017,TV-MA,2 Seasons,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81351279,TV Show,Emergency Interrogation Room,,"Yuki Amami, Tetsushi Tanaka, Mokomichi Hayami",2014,TV-MA,3 Seasons,"TV Dramas ,TV Mysteries ,Crime TV Shows"
80198794,TV Show,Re:Mind,,Keyakizaka46,2017,TV-14,1 Season,"TV Dramas ,Teen TV Shows ,TV Mysteries ,TV Thrillers"
80173711,TV Show,Erased,,"Yuki Furukawa, Mio Yuki, Jin Shirasu",2017,TV-PG,1 Season,"TV Dramas ,TV Mysteries ,TV Thrillers ,TV Shows Based on Manga"
80170687,TV Show,Million Yen Women,,"Yojiro Noda, Rila Fukushima, Rena Matsui",2017,TV-14,1 Season,"TV Dramas ,TV Mysteries ,TV Thrillers ,TV Shows Based on Manga"
80226168,TV Show,The Lady in Dignity,"Kim Yun-chul, Baek Mi-kyoung","Kim Hee-seon, Kim Sun-a, Jung Sang-hoon",2017,TV-PG,1 Season,"TV Dramas ,TV Mysteries ,TV Thrillers ,Social Issue TV Dramas"
81388035,TV Show,The Snow Girl,,"Milena Smit, Jose Coronado, Aixa Villagrán",2023,TV-MA,1 Season,"TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81630854,TV Show,Scarlet Hill,,"Trãm Anh, Quóc Huy, Le Xuan Tien",2022,TV-14,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
80221223,TV Show,"Good Morning, Verônica",Raphael Montes,"Tainá Müller, Reynaldo Gianecchini, Klara Castanho",2020,TV-MA,2 Seasons,"TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
80118158,TV Show,Trapped,Baltasar Kormákur,"Ólafur Darri Ólafsson, Ilmur Kristjánsdóttir, Ingvar Sigurðsson",2015,TV-MA,2 Seasons,"TV Dramas ,TV Mysteries ,Crime TV Shows ,Scandinavian TV Shows ,TV Thrillers"
80149395,TV Show,The Alienist,,"Daniel Brühl, Luke Evans, Dakota Fanning",2018,TV-MA,2 Seasons,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Period Pieces ,Crime TV Shows ,TV Thrillers"
80209184,TV Show,Freud,"Marvin Kren, Benjamin Hessler, Stefan Brunner","Robert Finster, Ella Rumpf, Georg Friedrich",2020,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,Period Pieces ,Crime TV Shows ,TV Thrillers"
81015514,TV Show,PIECES OF HER,Charlotte Stoudt,"Toni Collette, Bella Heathcote, Jessica Barden",2022,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
80200596,TV Show,Perfume,"Eva Kranenburg, Philipp Kadelbach, Oliver Berben","Friederike Becht, August Diehl, Wotan Wilke Möhring",2018,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81011098,TV Show,Young Wallander,Ben Harris,"Adam Pålsson, Richard Dillane, Leanne Best",2020,TV-14,2 Seasons,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,Scandinavian TV Shows ,TV Thrillers"
81443393,TV Show,Kohrra,"Gunjit Chopra, Diggi Sisodia, Sudip Sharma","Suvinder Vicky, Barun Sobti, Manish Chaudhary",2023,TV-14,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81045829,TV Show,Echoes,Vanessa Gazy,"Michelle Monaghan, Matt Bomer, Karen Robinson",2022,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,TV Thrillers"
80210361,TV Show,Chambers,Leah Rachel,"Sivan Alyra Rose, Uma Thurman, Tony Goldwyn",2019,TV-MA,1 Season,"Teen TV Shows ,TV Mysteries ,TV Horror"
80216058,TV Show,Mai: A Mother's Rage,Atul Mongia,"Sakshi Tanwar, Vivek Mushran, Raima Sen",2022,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers "
81083626,TV Show,Midnight Mass,Mike Flanagan,"Kate Siegel, Zach Gilford, Hamish Linklater",2021,TV-14,1 Season,"TV Dramas ,TV Mysteries ,TV Horror"
81239598,TV Show,Woman of the Dead,"Barbara Stepansky, Benito Mueller, Wolfgang Mueller","Anna Maria Mühe, Yousef Sweid, Hans-Uwe Bauer",2022,TV-MA,1 Season,"TV Shows Based on Books ,TV Mysteries ,TV Thrillers"
81237854,TV Show,The Haunting of Bly Manor,Mike Flanagan,"Victoria Pedretti, Oliver Jackson-Cohen, Henry Thomas",2020,TV-14,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,TV Horror"
81306170,TV Show,Burning Body,,"Úrsula Corberó, Quim Gutiérrez, José Manuel Poga",2023,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers ,TV Shows Based on Real Life"
81685284,TV Show,Devil's Advocate,,"Haya Abdel Salam, Ali Kakooli, Noor Al-Dulaimi",2023,TV-MA,1 Season,"TV Dramas ,Courtroom TV Shows ,Middle Eastern TV Shows ,TV Mysteries ,Crime TV Shows"
81204911,TV Show,The Crime,,"Magdalena Boczarska, Wojciech Zieliński, Joanna Kulig",2014,TV-14,2 Seasons,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81054831,TV Show,13 Commandments,,"Dirk Van Dijck, Marie Vinck, Karlijn Sileghem",2018,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81493689,TV Show,Sleeping Dog,,"Max Riemelt, Luise Von Finckh, Carlo Ljubek",2023,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81039388,TV Show,The Chestnut Man,"Søren Sveistrup, Dorte W. Høgh, David Sandreuter, Mikkel Serup","Danica Curcic, Mikkel Boe Følsgaard, Iben Dorner",2021,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,Scandinavian TV Shows ,TV Thrillers ,Social Issue TV Dramas"
81043833,TV Show,The Valhalla Murders,Thordur Palsson,"Nína Dögg Filippusdóttir, Björn Thors, Bergur Ebbi",2020,TV-14,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,Scandinavian TV Shows ,TV Thrillers"
81108061,TV Show,The Woods,Harlan Coben,"Grzegorz Damięcki, Agnieszka Grochowska, Hubert Miłkowski",2020,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
80991754,TV Show,Clickbait,"Tony Ayres, Christian White","Zoe Kazan, Betty Gabriel, Adrian Grenier",2021,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81641220,TV Show,Close to Home: Murder in the Coalfield,,"Mišel Matičević, Odine Johne, Marc Hosemann",2022,TV-MA,1 Season,"TV Dramas ,TV Mysteries ,Crime TV Shows ,TV Thrillers ,Social Issue TV Dramas"
81022058,TV Show,Mr. Midnight: Beware The Monsters,,"Idan Aedan, Chen Yixin, Caleb Monk",2022,TV-PG,1 Season,"TV Shows Based on Books ,Teen TV Shows ,TV Mysteries ,TV Horror"
81405587,TV Show,A Perfect Day For Arsenide,,"Wilfred Lau, Hanna Chan, Terence Siufay",2019,TV-MA,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Books ,TV Mysteries ,TV Comedies ,Crime TV Shows ,Romantic TV Comedies "
81037848,TV Show,The Gift,,"Beren Saat, Mehmet Günsür, Metin Akdülger",2019,TV-14,3 Seasons,"TV Dramas ,TV Shows Based on Books ,TV Mysteries"
81135995,TV Show,Open Your Eyes,,"Maria Wawreniuk, Ignacy Liss, Michał Sikorski",2021,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,Teen TV Shows ,TV Mysteries ,TV Thrillers"
81033361,TV Show,The Mess You Leave Behind,Carlos Montero,"Inma Cuesta, Bárbara Lennie, Tamar Novas",2020,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,Teen TV Shows ,TV Mysteries ,TV Thrillers"
80115328,TV Show,Sacred Games,Vikramaditya Motwane,"Saif Ali Khan, Nawazuddin Siddiqui, Pankaj Tripathi",2018,TV-MA,2 Seasons,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers "
81150793,TV Show,Gone for Good,"David Elkaïm, Vincent Poymiro, Harlan Coben","Finnegan Oldfield, Nicolas Duvauchelle, Guillaume Gouix",2021,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81335264,TV Show,Hold Tight,Harlan Coben,"Magdalena Boczarska, Leszek Lichota, Krzysztof Oleksyn",2022,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,TV Thrillers"
81283608,TV Show,42 Days of Darkness,,"Claudia Di Girólamo, Pablo Macaya, Daniel Alcaíno",2022,TV-14,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows"
81214609,TV Show,Anxious People,,"Dan Ekborg, Alfred Svensson, Marika Lagercrantz",2021,TV-14,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Mysteries ,Crime TV Shows ,Scandinavian TV Shows"
81609084,TV Show,Sell Your Haunted House,"Park Jin-suk, Ha Soo-jin","Jang Na-ra, Jung Yong-hwa, Kang Mal-geum",2021,TV-14,1 Season,"TV Dramas ,TV Horror"
80209229,TV Show,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro,"Tim Blake Nelson, Sebastian Roché, Elpidia Carrillo",2022,TV-MA,1 Season,"TV Shows Based on Books ,TV Horror"
81410078,TV Show,Death Note,,"Masataka Kubota, Kento Yamazaki, Mio Yuki",2015,TV-PG,1 Season,"Crime TV Shows ,TV Thrillers ,TV Horror ,TV Shows Based on Manga"
81152779,TV Show,Elves,Stefan Jaworski,"Sonja Sofie Engberg Steen, Milo Campanale, Vivelill Søgaard Holm",2021,TV-14,1 Season,"Teen TV Shows ,Scandinavian TV Shows ,TV Horror ,Fantasy TV Shows"
81059720,TV Show,Feria: The Darkest Light,"Agustín Martínez, Carlos Montero","Carla Campra, Ana Tomeno, Isak Férriz",2022,TV-MA,1 Season,"TV Thrillers ,TV Horror"
80995039,TV Show,Ares,,"Jade Olieberg, Tobias Kersloot, Lisa Smit",2020,TV-MA,1 Season,"TV Dramas ,TV Horror"
80217779,TV Show,Marianne,Samuel Bodin,"Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot",2019,TV-MA,1 Season,"TV Dramas ,TV Horror"
81003028,TV Show,Reality Z,Cláudio Torres,"Ana Hartmann, Sabrina Sato, Luellem de Castro",2020,TV-MA,1 Season,TV Horror
80213445,TV Show,Ratched,Evan Romansky,"Sarah Paulson, Finn Wittrock, Judy Davis",2020,TV-MA,1 Season,"Medical TV Shows ,TV Dramas ,TV Shows Based on Books ,TV Thrillers ,TV Horror"
80241472,TV Show,The Girl in the Mirror,Sergio G. Sánchez,"Mireia Oriol, Álex Villazán, Pol Monen",2022,TV-MA,1 Season,"TV Dramas ,Teen TV Shows ,TV Horror"
81059942,TV Show,JU-ON: Origins,,"Yoshiyoshi Arakawa, Yuina Kuroshima, Ririka",2020,TV-MA,1 Season,TV Horror
81446740,TV Show,Tokyo Mystery Sake,,"Yosuke Sugino, Toru Seino, Chance Oshiro",2021,TV-PG,1 Season,"TV Dramas ,TV Horror ,TV Shows Based on Manga"
81599108,TV Show,Vietnamese Horror Story,,"Le Be La, Kha Nhu, Van Trang",2022,TV-14,1 Season,TV Horror
81577428,TV Show,Rabid,,"Chesca Diaz, Jake Macapagal, Jay Glorioso",2021,TV-14,1 Season,TV Horror
80996338,TV Show,Typewriter,Sujoy Ghosh,"Aarna Sharma, Aaryansh Malviya, Mikail Gandhi",2019,TV-14,1 Season,"TV Thrillers ,TV Horror"
80214886,TV Show,Paranormal,Amr Salama,"Ahmed Amin, Razane Jammal, Ayah Samaha",2020,TV-14,1 Season,"TV Dramas ,Middle Eastern TV Shows ,TV Shows Based on Books ,TV Horror ,Fantasy TV Shows"
80104983,TV Show,Crazyhead,Howard Overman,"Cara Theobold, Susan Wokoma, Riann Steele",2016,TV-14,1 Season,"TV Comedies ,TV Horror"
81037850,TV Show,Curon,"Ezio Abbate, Ivano Fachin, Giovanni Galassi, Tommaso Matano","Valeria Bilello, Luca Lionello, Federico Russo",2020,TV-MA,1 Season,"TV Dramas ,Teen TV Shows ,TV Horror ,Fantasy TV Shows"
80190931,TV Show,Ghost Wars,Simon Barry,"Avan Jogia, Kim Coates, Vincent D'Onofrio",2017,TV-MA,1 Season,TV Horror
80176219,TV Show,Superstition,"Joel Anderson Thompson, Mario Van Peebles","Mario Van Peebles, Robinne Lee, Brad James",2017,TV-MA,1 Season,"TV Dramas ,Teen TV Shows ,TV Horror"
81061789,TV Show,Betaal,Patrick Graham,"Vineet Kumar, Aahana Kumra, Suchitra Pillai",2020,TV-14,1 Season,"TV Action & Adventure ,TV Thrillers ,TV Horror"
80245450,TV Show,GHOUL,,"Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee",2018,TV-14,1 Season,"TV Dramas ,TV Horror"
81019792,TV Show,Bloodride,"Kjetil Indregard, Atle Knudsen","Ine Marie Wilmann, Bjørnar Teigen, Emma Spetalen Magnusson",2020,TV-14,1 Season,"Scandinavian TV Shows ,TV Horror"
80222720,TV Show,Vampires,"Benjamin Dupas, Isaure Pisani-Ferry, Anne Cissé","Oulaya Amamra, Suzanne Clément, Kate Moran",2020,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,Teen TV Shows ,TV Horror ,Fantasy TV Shows"
81074060,TV Show,Until Dawn,,"Ahmed Sylla, Alban Ivanov, Ornella Fleury",2020,TV-14,1 Season,"Competition Reality TV ,Reality TV ,TV Comedies ,TV Horror"
80233374,TV Show,Brand New Cherry Flavor,"Lenore Zion, Nick Antosca","Rosa Salazar, Eric Lange, Catherine Keener",2021,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Horror"
80209651,TV Show,Spectros,Douglas Petrie,"Danilo Mesquita, Cláudia Okuno, Mariana Sena",2020,TV-14,1 Season,"TV Shows Based on Books ,Teen TV Shows ,TV Horror ,Fantasy TV Shows"
81647894,TV Show,Story of Yanxi Palace,,"Wu Jinyan, Charmaine Sheh, Xu Kai",2018,TV-14,1 Season,"TV Dramas ,Period Pieces "
81325395,TV Show,Go Ahead,,"Tan Songyun, Song Weilong, Steven Zhang",2020,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas "
70281312,TV Show,The Blacklist,Jon Bokenkamp,"James Spader, Megan Boone, Diego Klattenhoff",2019,TV-14,10 Seasons,"TV Dramas ,Crime TV Shows ,TV Thrillers"
81679548,TV Show,Winter Sun,,"Steven Nguyen, Trinh My Duyen, Quynh Luong",2023,TV-PG,1 Season,"TV Dramas ,TV Thrillers"
81641799,TV Show,A Family Affair,,"Gerald Anderson, Sam Milby, Jameson Blake",2022,TV-MA,1 Season,"Romantic TV Dramas ,TV Dramas"
81687842,TV Show,Good Doctor,,"Tran Phong, Kha Ngan, Lam Thanh Nha",2023,TV-14,1 Season,"Medical TV Shows ,TV Dramas "
81335730,TV Show,Dewi,,"Ririn Dwi Ariyanti, Ashraf Sinclair, Alessia Cestaro",2019,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas "
81477480,TV Show,Beijing To Moscow,,"River Huang, Jojo Goh, Aloysius Pang",2019,TV-14,1 Season,"Romantic TV Dramas ,TV Dramas "
81335842,TV Show,Ada Dua Cinta,,"Amanda Manoppo, Syifa Hadju, Rizky Billar",2018,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas "
80218962,TV Show,Amo,,"Derek Ramsay, Vince Rillon, Allen Dizon",2017,TV-MA,1 Season,TV Dramas
80035684,TV Show,"Pablo Escobar, el patrón del mal","Juana Uribe, Camilo Cano","Andrés Parra, Angie Cepeda, Cecilia Navia",2012,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,Crime TV Shows ,TV Shows Based on Real Life"
80104434,TV Show,Animal Kingdom,Jonathan Lisco,"Ellen Barkin, Scott Speedman, Shawn Hatosy",2016,TV-MA,6 Seasons,"TV Dramas ,Crime TV Shows "
80211991,TV Show,You,"Greg Berlanti, Sera Gamble","Penn Badgley, Victoria Pedretti, Elizabeth Lail",2018,TV-MA,4 Seasons,"TV Dramas ,TV Shows Based on Books ,TV Thrillers"
81666107,TV Show,Lighter & Princess,,"Chen Feiyu, Zhang Jingyi, Zhao Zhiwei",2022,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas "
81005504,TV Show,Meteor Garden,,"Shen Yue, Dylan Wang, Darren Chen",2018,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas ,Teen TV Shows ,TV Shows Based on Manga"
81197425,TV Show,Go Go Squid,,"Yang Zi, Li Xian, Hu Yitian",2019,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Books ,Teen TV Shows "
80987113,TV Show,The Princess Weiyoung,,"Tiffany Tang, Luo Jin, Vanness Wu",2016,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Books ,Period Pieces "
81587570,TV Show,Twenty Your Life On,,"Guan Xiaotong, Jin Shijia, Bu Guanjin",2020,TV-PG,2 Seasons,"TV Dramas ,Teen TV Shows "
81135440,TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,,"Peng Yuchang, Dong Li, Zhang Yijie",2019,TV-PG,1 Season,"TV Dramas ,Teen TV Shows ,TV Shows Based on Manga"
81556822,TV Show,Boss & Me,,"Zhang Han, Zhao Liying, Huang Youming",2014,TV-Y7,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Books "
81005091,TV Show,Love O2O,,"Shuang Zheng, Yang Yang, Rachel Mao",2016,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Books "
81452916,TV Show,The Rational Life,,"Qin Lan, Dylan Wang, Li Zonghan",2021,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas "
80160391,TV Show,King’s War,,"Chen Daoming, Peter Ho, Duan Yihong",2012,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Real Life"
80166074,TV Show,My Sunshine,,"Wallace Chung, Tiffany Tang, Tan Kai",2015,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Books "
81483827,TV Show,From Me to You: Kimi ni Todoke,,"Sara Minami, Ouji Suzuka, Kaito Sakurai",2023,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas ,Teen TV Shows ,TV Shows Based on Manga"
81137509,TV Show,First Love,,"Hikari Mitsushima, Takeru Satoh, Rikako Yagi",2022,TV-MA,1 Season,"Romantic TV Dramas ,TV Dramas "
81233755,TV Show,THE DAYS,,"Koji Yakusho, Yutaka Takenouchi, Fumiyo Kohinata",2023,TV-14,1 Season,"TV Dramas ,TV Shows Based on Real Life"
80239462,TV Show,The Naked Director,,"Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama",2019,TV-MA,2 Seasons,"TV Dramas ,TV Shows Based on Books ,TV Shows Based on Real Life"
81506901,TV Show,Us Forever,,"Taisuke Fujigaya, Nao, Koichi Goseki",2020,TV-14,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Books"
81166179,TV Show,Doctor X Surgeon Michiko Daimon,,"Ryoko Yonekura, Kei Tanaka, Yuki Uchida",2012,TV-PG,1 Season,"Medical TV Shows ,TV Dramas "
81144910,TV Show,Sanctuary,,"Wataru Ichinose, Shota Sometani, Shioli Kutsuna",2023,TV-MA,1 Season,TV Dramas 
81312809,TV Show,Fishbowl Wives,,"Ryoko Shinohara, Takanori Iwata, Masanobu Ando",2022,TV-MA,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Manga"
81030178,TV Show,He's Expecting,,"Takumi Saitoh, Juri Ueno, Mariko Tsutsui",2022,TV-14,1 Season,"TV Dramas ,TV Shows Based on Manga ,Social Issue TV Dramas"
81410104,TV Show,Overprotected Kahoko,,"Mitsuki Takahata, Hitomi Kuroki, Ryoma Takeuchi",2017,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas "
81665637,TV Show,Why didn’t I tell you a million times?,,"Mao Inoue, Takeru Satoh, Kenichi Matsuyama",2023,TV-14,1 Season,"Romantic TV Dramas ,TV Dramas "
81351269,TV Show,How to Eliminate My Teacher,,"Kei Tanaka, Yuki Yamada, Fumiya Takahashi",2020,TV-14,1 Season,"TV Dramas ,TV Thrillers"
81649772,TV Show,Dearest,,"Yuriko Yoshitaka, Kohei Matsushita, Arata Iura",2021,TV-14,1 Season,"TV Dramas ,Crime TV Shows ,TV Thrillers"
80113037,TV Show,Midnight Diner: Tokyo Stories,,"Kaoru Kobayashi, Mansaku Fuwa, Toshiki Ayata",2016,TV-MA,2 Seasons,"TV Dramas ,TV Shows Based on Manga"
80233251,TV Show,The Forest of Love: Deep Cut,,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami",2020,TV-MA,1 Season,"TV Dramas ,Crime TV Shows ,TV Thrillers"
81344224,TV Show,Izakaya Bottakuri,,"Moemi Katayama, Sara Takatsuki, Yuichi Nakamura",2018,TV-Y7,1 Season,"TV Dramas ,TV Shows Based on Books"
81511667,TV Show,My Love Mix-Up!,,"Shunsuke Michieda, Ren Meguro, Riko Fukumoto",2021,TV-14,1 Season,"Romantic TV Dramas ,TV Dramas ,Teen TV Shows ,TV Shows Based on Manga"
81477445,TV Show,JAPAN SINKS: People of Hope,,"Shun Oguri, Kenichi Matsuyama, Anne",2021,TV-PG,1 Season,"TV Dramas ,TV Shows Based on Books"
81646975,TV Show,Informa,,"Kenta Kiritani, Reo Sano, Kana Kita",2023,TV-14,1 Season,"TV Dramas ,TV Shows Based on Books ,Crime TV Shows ,TV Thrillers"
81287330,TV Show,Death Office,,"Masahiro Matsuoka, Yuina Kuroshima, Sho Kiyohara",2019,TV-14,1 Season,"TV Dramas ,TV Thrillers ,TV Shows Based on Manga"
81423571,TV Show,MIU404,,"Go Ayano, Gen Hoshino, Kenshi Okada",2020,TV-14,1 Season,"TV Dramas ,Crime TV Shows ,Social Issue TV Dramas"
80233218,TV Show,Kakegurui,,"Minami Hamabe, Mahiro Takasugi, Aoi Morikawa",2018,TV-14,2 Seasons,"TV Dramas ,TV Thrillers ,TV Shows Based on Manga"
81642980,TV Show,I Will Be Your Bloom,,"Tsubasa Honda, Fumiya Takahashi, Ryubi Miyase",2022,TV-14,1 Season,"Music ,TV Dramas "
81317111,TV Show,The Journalist,,"Ryoko Yonekura, Go Ayano, Ryusei Yokohama",2022,TV-14,1 Season,"TV Dramas ,TV Shows Based on Books ,TV Thrillers"
81030062,TV Show,SKY Castle,"Jo Hyun-tak, Yoo Hyun-mi","Yum Jung-ah, Lee Tae-ran, Jeong Jun-ho",2018,TV-MA,1 Season,TV Dramas 
81304948,TV Show,Fake Profile,Pablo Illanes,"Carolina Miranda, Rodolfo Salas, Lincoln Palomeque",2023,TV-MA,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Thrillers"
81511881,TV Show,Miss Adrenaline: A Tale of Twins,,"Juanita Molina, David Palacio, Zharick León",2023,TV-14,1 Season,TV Dramas 
80176234,TV Show,Black Money Love,,"Güler Ökten, Hazal Türesan, İlkin Tüfekçi",2014,TV-MA,1 Season,"TV Dramas ,Crime TV Shows"
81406598,TV Show,The Surrogacy,Aída Guajardo,"Shaní, Luis Ernesto Franco, Leticia Calderón",2023,TV-14,1 Season,"TV Dramas ,Social Issue TV Dramas"
80018046,TV Show,Velvet,"Ramón Campos, Gema R. Neira","Paula Echevarría, Miguel Ángel Silvestre, Aitana Sánchez-Gijón",2014,TV-14,4 Seasons,"Romantic TV Dramas ,TV Dramas "
81152939,TV Show,"El Rey, Vicente Fernández",,"Jaime Camil, Sebastián Dante, Sebastián García",2022,TV-14,1 Season,"TV Dramas ,TV Shows Based on Real Life"
81424951,TV Show,The Price of Glory,,"Natalia Afanador, Makis de Angulo, Camila Esguerra",2023,TV-MA,1 Season,"Music ,TV Dramas ,Social Issue TV Dramas"
81144163,TV Show,All For Love,Nubia Barreto,"Ana María Estupiñán, Carlos Torres, Yuri Vargas",2020,TV-14,1 Season,"Music ,Romantic TV Dramas ,TV Dramas "
81093222,TV Show,Queen for Seven Days,,"Park Min-young, Yeon Woo-jin, Lee Dong-gun",2017,TV-PG,1 Season,"Romantic TV Dramas ,TV Dramas ,Period Pieces"
81167137,TV Show,Live Up To Your Name,Hong Jong-chan,"Kim Nam-gil, Kim Ah-joong, Yoo Min-kyu",2017,TV-14,1 Season,"Medical TV Shows ,Romantic TV Dramas ,TV Dramas "
81296714,TV Show,When the Weather Is Fine,"Han Ji-seung, Han Ga-ram","Park Min-young, Seo Kang-jun, Moon Jung-hee",2020,TV-14,1 Season,"Romantic TV Dramas ,TV Dramas ,TV Shows Based on Books"
80117552,TV Show,Ozark,"Bill Dubuque, Mark Williams","Jason Bateman, Laura Linney, Sofia Hublitz",2017,TV-MA,4 Seasons,"TV Dramas ,Crime TV Shows ,TV Thrillers"
80067290,TV Show,Billions,"Brian Koppelman, David Levien, Andrew Ross Sorkin","Paul Giamatti, Damian Lewis, Maggie Siff",2016,TV-MA,5 Seasons,TV Dramas 
80234304,TV Show,The Queen's Gambit,"Scott Frank, Allan Scott","Anya Taylor-Joy, Bill Camp, Marielle Heller",2020,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,Social Issue TV Dramas"
